run_id,ts_lectura,codigo,actividad,grupo,profesores_raw,cupos_disponibles,orden_lectura
local-20260823T114420,2026-08-23T11:44:48-05:00,2015938,CLASE TEORICA,(1) Grupo 1,Maria Alejandra Caicedo Londoño,25,0
local-20260823T114420,2026-08-23T11:44:48-05:00,2015938,CLASE TEORICA,(2) Grupo 2,Maria Alejandra Caicedo Londoño,25,0
local-20260823T114420,2026-08-23T11:44:48-05:00,2015938,CLASE TEORICA,(3) Grupo 3,JOSE LUIS DIAZ AREVALO,25,0
local-20260823T114420,2026-08-23T11:44:48-05:00,2015938,CLASE TEORICA,(4) Grupo 4,JOSE LUIS DIAZ AREVALO,24,0
local-20260823T114420,2026-08-23T11:44:49-05:00,2015939,CLASE TEORICA,(1) Grupo 1,ALVARO MARTIN GUTIERREZ MALAXECHEBARRIA,25,1
local-20260823T114420,2026-08-23T11:44:49-05:00,2015939,CLASE TEORICA,(2) Grupo 2,ALVARO MARTIN GUTIERREZ MALAXECHEBARRIA,25,1
local-20260823T114420,2026-08-23T11:44:49-05:00,2015939,CLASE TEORICA,(3) Grupo 3,Edder Alexander Velandia Duran,25,1
local-20260823T114420,2026-08-23T11:44:49-05:00,2015939,CLASE TEORICA,(4) Grupo 4,No informado,25,1
local-20260823T114420,2026-08-23T11:44:49-05:00,2015939,CLASE TEORICA,(5) Grupo 5,No informado,0,1
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(1) Grupo 1,Erika Lorena Rosero Alzate; Oscar Andrés Rojas Sepúlveda,0,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(10) Grupo 10,Epifanio Lozano Ayala,11,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(11) Grupo 11,No informado,60,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(12) Grupo 12,No informado,40,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(13) Grupo 13,Mohammed EL AIDI,40,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(15) Grupo 15,Myriam Leonor Campos Florez,60,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(16) Grupo 16,No informado,60,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(17) Grupo 17,Martha Cecilia Moreno Penagos,39,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(18) Grupo 18,John Alexander Cruz Morales,52,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(20) Grupo 20,Natalia Camila Pinzon Cortes,60,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(21) Grupo 21,Ivon Andrea Dorado Correa,52,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(22) Grupo 22,No informado,46,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(3) Grupo 3,No informado,59,2
local-20260823T114420,2026-08-23T11:44:54-05:00,1000003-B,NA,(4) Grupo 4,Luis Alejandro Barbosa Torres,110,2
